ID,Text,alignment,Label
128481,产品经理,-1,Unknown
128504,学术交流,0.7280094797318536,OK
128505,平均水平,-1,Unknown
128506,有机结合,-1,Unknown
128526,金融资产,0.7472512627333278,OK
128533,全体成员,0.7505467635046796,OK
128534,关键在于,0.8427948395532538,OK
128539,客服电话,0.6315908847808404,OK
128567,保证责任,0.6990103788858018,OK
128568,课程设置,0.749936524530871,OK
128577,个人防护,0.7133368537792583,OK
128588,知识竞赛,0.7753511183784816,OK
128596,中国社会,0.7275686659680665,OK
128597,正式发布,0.7670206539043087,OK
128610,整个世界,0.7928623358300265,OK
128617,交警大队,0.7930450338194696,OK
128624,生命安全,0.6350416128595363,OK
128625,视频会议,0.748351754266202,OK
128647,红十字会,0.707554353372495,OK
128648,设计理念,-1,Unknown
128674,一系列的,0.8443405791640972,OK
128689,工作重点,0.7679568986844654,OK
128690,读书笔记,0.7548633932761253,OK
128702,勇往直前,0.5940326006665412,BAD
128703,投资管理,0.7228848462073055,OK
128708,信用记录,0.742941777394345,OK
128719,意外伤害,0.6849123316224508,OK
128720,组织学生,0.7661524573150504,OK
128736,安全稳定,0.6887532362096154,OK
128737,让人感到,0.8304839846786675,OK
128751,责任单位,0.7655946976032862,OK
128770,中介机构,-1,Unknown
128771,第一书记,-1,Unknown
128784,如果不能,0.8008946663364933,OK
128785,而产生的,0.777135956802702,OK
128791,可以申请,0.8412938703751491,OK
128792,司法解析,0.39506982522583606,CRITICAL
128793,市场行情,0.7676128658842465,OK
128812,这种感觉,0.7890987768147669,OK
128827,教育机构,0.8063446785481296,OK
128844,信息进行,0.7835928009106065,OK
128851,我一定会,0.7684414184479391,OK
128852,语言表达,0.6302405777575918,OK
128865,已经到了,0.8447775690309073,OK
128866,市场前景,0.7354290523991627,OK
128867,综合评价,0.7709415301319957,OK
128874,成员单位,-1,Unknown
128875,校企合作,0.7936369428141409,OK
128883,我们发现,0.8275753112252987,OK
128884,详细内容,0.6505244600665897,OK
128902,学习交流,0.7500751012043971,OK
128903,操作流程,0.783079733923375,OK
128948,促进作用,0.7469958588093972,OK
128963,动力电池,-1,Unknown
128975,切实增强,0.7655677945169744,OK
128976,安全第一,0.730011569603983,OK
128977,环境监测,0.7132969648144123,OK
128985,不是什么,0.8002005539664622,OK
128986,如何进行,0.8554134080610362,OK
128993,公司动态,0.6346766129298672,OK
129004,组织建设,0.7775446710611948,OK
129009,公诉机关,0.6482256210404952,OK
129022,会计准则,0.7160799963595542,OK
129023,目前国内,-1,Unknown
129043,技术培训,0.711337751383585,OK
129044,环境优美,0.7805688172512492,OK
129045,英语口语,0.7481743420178192,OK
129058,思维导图,0.7392035697746716,OK
129073,全体师生,0.7555065836401423,OK
129082,最大程度,-1,Unknown
129092,从一开始,0.7932714708321998,OK
129095,还是一个,0.8292970386685364,OK
129102,中华文化,-1,Unknown
129103,职业规划,0.7370524832560987,OK
129107,微信同号,0.5379995791660218,BAD
129120,新书推荐,0.6595867962967085,OK
129126,系统设计,0.7672845876219411,OK
129127,综合整治,-1,Unknown
129136,让人觉得,0.8270753940399272,OK
129140,跌宕起伏,0.719064572865599,OK
129144,装修设计,0.5096129663588945,BAD
129145,这个消息,0.7966334973461489,OK
129151,借款合同,0.7827550358357924,OK
129152,精彩纷呈,0.7559066291111016,OK
129156,书面形式,0.70387303234809,OK
129165,也是我们,0.8300177677794683,OK
129176,十分重要,-1,Unknown
129177,宫颈糜烂,0.6876023672912159,OK
129178,技术参数,0.7925784294595914,OK
129179,重要思想,0.6684416343526925,OK
129191,下载使用,0.7529081732267585,OK
129211,及时调整,0.828082073471301,OK
129212,取得成功,0.690551976853817,OK
129220,电话咨询,0.7203507546526576,OK
129224,促进学生,0.7609061782698542,OK
129236,固定电话,0.6821733738517791,OK
129245,你有没有,0.6729953165504305,OK
129246,信息平台,0.8364432018700894,OK
129247,经济建设,0.7120934873070488,OK
129251,版权均属,0.625651084965461,OK
129262,增值服务,-1,Unknown
129263,情不自禁,0.700134396115208,OK
129264,明确提出,-1,Unknown
129265,问卷调查,0.7592241159039982,OK
129275,发展历程,-1,Unknown
129276,方向发展,0.7356670711027888,OK
129277,矿产资源,0.7263595979355828,OK
129290,人的生活,0.6014265047190864,OK
129291,保存图片,0.705575078818857,OK
129297,小学数学,0.8081565437948635,OK
129298,广泛关注,-1,Unknown
129299,很多东西,0.8112008590757277,OK
129322,招商银行,0.8258185450519672,OK
129323,文学作品,0.7761082957924516,OK
129324,没有问题,0.7246783694313945,OK
129351,休息时间,0.7789640130555157,OK
129358,拥有一支,0.5561819828447382,BAD
129359,移动通信,0.7825745254659565,OK
129367,完全不同,-1,Unknown
129387,甲乙双方,0.6881046221916551,OK
129397,刑事拘留,0.6934356838912786,OK
129415,民族文化,-1,Unknown
129423,工作人員,0.8263246158037094,OK
129424,干净整洁,0.8080828371978617,OK
129434,检测结果,0.7529476059828274,OK
129435,每股收益,0.724126855973394,OK
129443,大学毕业,-1,Unknown
129444,密密麻麻,0.7275758684815082,OK
129445,教学计划,0.7005769080805361,OK
129446,电力系统,0.7693385267066905,OK
129447,营养不良,0.7415443208500123,OK
129454,参与评论,0.3140424943604803,CRITICAL
129463,专业服务,0.7787455489847831,OK
129471,做大做强,-1,Unknown
129475,执业医师,0.7057949258551085,OK
129476,独立完成,0.8138140151122091,OK
129488,完成情况,0.7433330181143132,OK
129507,自己想要,0.8132447029054111,OK
129513,制作方法,0.7390141306819409,OK
129514,电线电缆,0.7788826545787444,OK
129519,两个小时,-1,Unknown
129520,出资方式,0.6788705683703746,OK
129521,能够得到,0.8473406728985341,OK
129529,通过这些,0.8336770915995246,OK
129538,节日福利,0.7386508296896668,OK
129545,体育活动,0.7774517295378035,OK
129552,结合自身,0.712898441435701,OK
129565,主要分为,0.8853087640916333,OK
129566,第四季度,0.8389286440903287,OK
129574,健康生活,0.7006763912097698,OK
129575,大部分人,-1,Unknown
129576,课程标准,0.7095434988410078,OK
129582,中山大学,0.7088162496522126,OK
129590,给自己的,0.8105929396303354,OK
129600,让学生在,0.7927679147293007,OK
129601,这就要求,0.8295873627734456,OK
129609,不予支持,0.6760347206488344,OK
129610,还要注意,0.8422279905134129,OK
129617,专科医院,0.7850384262166502,OK
129623,支部书记,0.759574318165464,OK
129637,公交线路,0.7477682357053116,OK
129646,努力实现,0.7608312853476317,OK
129647,我们都是,0.8163136031744632,OK
129648,生产车间,-1,Unknown
129660,看起来很,0.7755172063280252,OK
129661,突出重点,0.7570387270121446,OK
129666,广泛用于,0.8259417948901681,OK
129673,为您服务,0.3989592765900788,CRITICAL
129674,根本就不,-1,Unknown
129683,使用情况,0.7649234307262961,OK
129684,签约仪式,-1,Unknown
129701,给我留言,0.685457986481004,OK
129702,能力提升,0.7520465585549061,OK
129711,大学生活,0.562006970387157,BAD
129712,试点工作,-1,Unknown
129732,局副局长,-1,Unknown
129733,相对较高,0.7541813499302396,OK
129734,组织召开,0.8356553703197344,OK
129735,统计分析,0.7182201433510687,OK
129744,带头作用,0.6958019401933745,OK
129745,肺炎疫情,0.7024475986099621,OK
129754,历史军事,0.6454251706555623,OK
129755,检查结果,0.7862761000007886,OK
129762,家家户户,0.7441861351831776,OK
129766,香格里拉,0.7563768920524822,OK
129771,基本要求,0.7713583275519488,OK
129779,有什么用,0.7031096050782218,OK
129786,看到一个,0.8153131163612971,OK
129787,综合分析,0.8053449471951103,OK
129788,考试大纲,0.6753228612583644,OK
129794,世界一流,-1,Unknown
129802,就意味着,-1,Unknown
129803,无人驾驶,-1,Unknown
129804,涉诉关系,0.5314006851657492,BAD
129815,在互联网,0.773728824853405,OK
129824,以自己的,0.788920719934157,OK
129830,让消费者,-1,Unknown
129840,实验中学,0.7655254765371325,OK
129849,志同道合,0.6463492155715085,OK
129863,电信下载,0.5989446093208161,BAD
129873,落实到位,0.81738164007976,OK
129877,不可抗力,0.6765824839480883,OK
129883,历史上的,0.847014985061246,OK
129884,发票抬头,0.7503591643289982,OK
129893,可以促进,0.8425786738104857,OK
129894,没有那么,0.8124457553262711,OK
129906,接种疫苗,0.7091822549119582,OK
129907,每个孩子,0.7951194143877777,OK
129911,亿美元的,0.7571620307273701,OK
129912,操作人员,0.7871738167045295,OK
129918,依法行政,0.6035426958553972,OK
129935,债权债务,0.7517370881235871,OK
129936,希望可以,0.7893935377842941,OK
129937,浪费时间,0.7860503534763335,OK
129938,说到这里,-1,Unknown
129942,招聘公告,0.7404285887119004,OK
129949,最终还是,0.8392920840078297,OK
129950,高品质的,0.7880983036077197,OK
129968,拉开帷幕,0.7205994432515426,OK
129969,颁奖典礼,0.7448159788249841,OK
129977,混合动力,0.7740061409361904,OK
129978,社会治安,0.6459692056664492,OK
129979,遇到问题,0.7446086352608762,OK
129988,参保人数,0.7090752398722587,OK
129994,最美好的,0.7260388820349901,OK
130005,投资收益,0.7722107880152188,OK
130006,遗憾的是,0.8156575506951909,OK
130024,免疫系统,0.7256940029728954,OK
130025,自由选择,0.773027116272962,OK
130030,来到这里,0.7943090269782614,OK
130031,根据不同,-1,Unknown
130036,协会会员,-1,Unknown
130037,消防设施,0.7100816132036324,OK
130054,基本都是,0.8747490933017174,OK
130055,最新发布,0.6810737877754964,OK
130066,中華民國,0.6822846499403574,OK
130067,本文链接,0.5403168822948788,BAD
130090,圖片來源,0.6643140010161567,OK
130097,自古以来,0.7824439086530999,OK
130098,集中隔离,0.596610893931092,BAD
130105,服务公司,0.8088790236006498,OK
130115,裁定如下,0.5582449372737095,BAD
130116,视频教程,0.7579441285537759,OK
130117,诚聘英才,0.6207162472122129,OK
130122,知识分子,-1,Unknown
130130,世界各国,-1,Unknown
130131,可以尝试,0.830801073831935,OK
130132,没有必要,-1,Unknown
130133,资料下载,0.59327139894871,BAD
130134,错误的是,0.7531884321612509,OK
130143,我一定要,0.7894478181016574,OK
130149,上年同期,-1,Unknown
130150,刑事诉讼,0.7640547385245183,OK
130151,岁的时候,0.7732445803122984,OK
130152,造成伤害,0.6768546766981424,OK
130162,为了解决,0.6641417420658307,OK
130174,后顾之忧,0.6510687777933888,OK
130175,小组成员,0.8132296175751788,OK
130176,推广应用,-1,Unknown
130177,独立思考,0.7397071551297641,OK
130178,科技企业,0.773831940359242,OK
130189,都不一样,0.7824407042166621,OK
130190,铁路运输,0.7462592684142091,OK
130205,宣传力度,0.7264983639100462,OK
130206,装饰材料,0.7034094691363961,OK
130212,更是一种,0.7493444680693852,OK
130213,防控措施,0.7577624469691449,OK
130219,通俗易懂,0.7381419270239951,OK
130231,医疗保健,0.7537305193748881,OK
130232,教研活动,0.8102621789733774,OK
130233,自学考试,0.7643798664388579,OK
130255,但是他们,0.8059511091021866,OK
130256,你有什么,0.6910175358656854,OK
130257,开发利用,-1,Unknown
130258,综艺节目,-1,Unknown
130281,经济指标,0.7308760560710988,OK
130288,化学物质,0.754413280731561,OK
130289,系统进行,0.8307118720176393,OK
130296,表现形式,0.7892580215923167,OK
130303,基本原则,-1,Unknown
130304,审议通过,-1,Unknown
130305,才有可能,0.8309724954217057,OK
130306,鼓励学生,0.7648943292588098,OK
130311,上传图片,0.7703006438065091,OK
130312,面试成绩,0.7108783729362286,OK
130323,应该怎么,-1,Unknown
130330,因为这些,0.8487659448382491,OK
130331,活动地点,0.7662208063231893,OK
130346,会员中心,0.5715125740531163,BAD
130347,先进事迹,0.7652159101625198,OK
130362,手机阅读,0.2998566538456485,CRITICAL
130363,激励机制,0.795753857186838,OK
130369,怎么办呢,0.8132560786787806,OK
130370,的世界里,0.7936062752876838,OK
130371,能够提供,0.8561588787985691,OK
130381,兢兢业业,0.5861640309586998,BAD
130388,巴塞罗那,0.6632744029695078,OK
130389,这个项目,0.845165777473403,OK
130390,进行沟通,0.7424009475306976,OK
130399,稳步推进,-1,Unknown
130412,公司公告,0.6614188743104866,OK
130413,得到有效,-1,Unknown
130422,上班时间,0.833808919344583,OK
130423,国家公园,0.7579086734537638,OK
130424,土地使用,0.7095488850860847,OK
130428,一般而言,0.830872312718066,OK
130429,大力支持,-1,Unknown
130430,年的历史,0.6574442215764792,OK
130438,公益事业,0.745366742727411,OK
130439,新闻媒体,0.811883212020323,OK
130440,贫困地区,-1,Unknown
130456,供求信息,0.6759380146230363,OK
130457,每天都要,0.7853998780576016,OK
130464,展现出了,0.8464019046608359,OK
130465,新闻舆情,0.6720371625368399,OK
130466,用户需求,0.7851239220341186,OK
130467,讲话精神,0.7315304106297669,OK
130468,那是因为,0.8316947288597899,OK
130476,要求进行,0.8308036849728649,OK
130498,中心工作,0.714364023148534,OK
130507,第一医院,0.7638272470814059,OK
130516,的小女孩,0.7751458287243919,OK
130526,研究生院,0.6434022086837119,OK
130535,中小学校,0.6545300369580049,OK
130536,客服热线,0.6721069333431741,OK
130537,心理素质,0.7231126109231634,OK
130538,点此举报,0.43326099142265523,CRITICAL
130545,党的领导,-1,Unknown
130553,也是可以,0.82502197348697,OK
130571,加载更多,0.49497661407499455,CRITICAL
130572,户外运动,0.8337594219383816,OK
130581,值得关注,-1,Unknown
130582,参考价格,0.7558556248716213,OK
130583,技术中心,0.6837143814812251,OK
130588,不同类型,-1,Unknown
130595,作为一款,0.8205529908502343,OK
130596,這篇文章,0.7553694985794284,OK
130600,国际标准,0.6871425003621153,OK
130606,现在很多,-1,Unknown
130614,危险废物,0.6958261907368319,OK
130615,工作部署,0.7558405966122753,OK
130624,工程管理,0.7762584977602524,OK
130625,雷锋精神,0.707837996252803,OK
130639,工作思路,0.7692943978861545,OK
130640,计算公式,0.7747919601409394,OK
130647,产业升级,-1,Unknown
130648,培养孩子,0.7430371997764238,OK
130649,开发人员,0.8015066938214236,OK
130650,语言文学,0.6801094002755661,OK
130652,四个意识,-1,Unknown
130653,安全知识,0.7260993994195999,OK
130660,持续关注,0.8316996645886813,OK
130671,作业人员,0.7501019530973094,OK
130672,报名条件,0.7089396459258948,OK
130673,是正确的,0.7964426670495647,OK
130674,根据国家,0.7674512354458849,OK
130675,编程语言,0.6876812055257124,OK
130680,办公家具,0.8176842181297573,OK
130694,每天都会,0.7765330839240618,OK
130720,司法拍卖,0.7619673314200238,OK
130721,教师队伍,0.7125668692153792,OK
130727,荣誉资质,0.6452253201923428,OK
130736,千次阅读,0.3525815544155878,CRITICAL
130751,就业机会,0.7048557806896221,OK
130753,技术领域,0.5172185169777116,BAD
130760,干部群众,0.8001046011822894,OK
130768,不能超过,0.7981920752614042,OK
130769,它是一种,0.8414814141826318,OK
130770,正确使用,0.768466619545584,OK
130781,作为一家,0.8153333445514139,OK
130782,座谈会上,-1,Unknown
130783,想到这里,0.715611824587401,OK
130795,责任意识,0.7505248075724529,OK
130796,路交叉口,0.6975638559591516,OK
130803,建议使用,0.812194105938708,OK
130804,是不同的,0.806738469459764,OK
130805,魔兽世界,0.8036675885505872,OK
130813,农副产品,-1,Unknown
130821,笑着说道,0.704315591005954,OK
130828,不断优化,0.8305176915908435,OK
130840,从而实现,0.8033588123070464,OK
130841,无线网络,0.7538777256311209,OK
130842,驱动程序,0.7760645558267305,OK
130860,即日起至,0.7180506476279648,OK
130871,薄弱环节,0.7731082662050726,OK
130878,世界大战,0.7645859392381203,OK
130879,丝毫没有,0.7550761758416483,OK
130880,实缴资本,0.7041256581860906,OK
130881,承受能力,0.6943744988359664,OK
130890,企业业务,0.7396742279498589,OK
130898,夫妻共同,0.6450554644009691,OK
130899,新浪财经,-1,Unknown
130900,迅速发展,0.7176170198629396,OK
130913,汽车行业,-1,Unknown
130914,联席会议,0.7101034305541833,OK
130928,为了确保,0.8269835912987036,OK
130934,敬请关注,0.7919488900732763,OK
130943,月经不调,0.7523117722852793,OK
130948,中心城市,-1,Unknown
130949,预防措施,0.7740964746914399,OK
130955,能够通过,0.8568309607023012,OK
130956,问题进行,0.6989605410889401,OK
130967,也可以用,0.7808543505113793,OK
130968,扫码关注,0.6225344743830339,OK
130969,指导工作,0.6647981138666488,OK
130987,毕业设计,0.5784179265595899,BAD
130994,再接再厉,0.7593745133090032,OK
130995,抓紧时间,0.8063253294075863,OK
130996,站内搜索,0.42140266636323204,CRITICAL
130997,职业资格,0.7073295055361363,OK
131004,同行分析,0.6553800808643269,OK
131005,相结合的,0.7463871433433151,OK
131006,这家公司,-1,Unknown
131017,述职报告,0.7041135054931315,OK
131024,前三季度,-1,Unknown
131029,合理利用,0.7676532180126691,OK
131038,下定决心,0.7463929445076185,OK
131039,检测设备,0.7671565680803893,OK
131046,化工产品,0.7768532315738796,OK
131047,历史新高,-1,Unknown
131048,装饰装修,0.7556036505539809,OK
131056,就像一个,0.8520406414743354,OK
131057,所学知识,0.6919246149538612,OK
131076,让更多人,0.7711383714932768,OK
131087,企业集团,0.7307520129760673,OK
131088,已经本网,0.3474850651468146,CRITICAL
131099,平方米的,0.736291561655557,OK
131108,专家团队,0.758605957962418,OK
131109,比较简单,-1,Unknown
131118,春暖花开,0.7037050058378609,OK
131119,这个方法,0.8344267821017348,OK
131127,干干净净,0.779977737940407,OK
131133,重点领域,-1,Unknown
131143,充分了解,0.8506450289952519,OK
131144,感恩的心,0.6798932380651506,OK
131152,公司领导,0.8117516209554456,OK
131153,设施建设,-1,Unknown
131160,正规医院,0.7436054975015831,OK
131161,装备制造,-1,Unknown
131166,专利申请,0.7411433829999876,OK
131167,广泛开展,0.7243368311447836,OK
131168,技术指标,0.7750245197124246,OK
131180,人脸识别,-1,Unknown
131188,公允价值,0.642028919268309,OK
131196,精心组织,0.6987207819053246,OK
131199,优秀作文,0.6653679492225021,OK
131208,分析方法,0.7878546346093558,OK
131209,那么我们,0.7956273718718593,OK
131231,积极进取,0.7679976703362339,OK
131246,就会导致,0.8248990472793313,OK
131247,环氧树脂,0.7419027017496265,OK
131261,一审法院,0.7609057647689788,OK
131262,清热解毒,0.693749376627344,OK
131279,这么多的,0.8002351843694725,OK
131290,今日头条,-1,Unknown
131291,情况分析,0.7567785226643771,OK
131302,工作单位,0.8544665588581285,OK
131310,比较高的,0.8442745669832229,OK
131319,供电公司,-1,Unknown
131320,学科建设,0.7410774404117186,OK
131321,是一个人,0.8363401711338293,OK
131330,一个月的,0.7802988318988515,OK
131331,越来越少,-1,Unknown
131338,闭上眼睛,0.7472519544720548,OK
131345,人与自然,0.6716439524300395,OK
131346,其他国家,-1,Unknown
131347,有责任心,0.7194728474315232,OK
131371,做出贡献,0.7528064777377935,OK
131372,通过开展,0.8087563734845047,OK
131376,呼吸困难,0.7362335397558599,OK
131394,学习计划,0.7437744505758188,OK
131395,收集整理,0.6439886813506676,OK
131396,最低工资,0.6476884370201034,OK
131397,能够实现,0.8190554449369745,OK
131406,建筑物的,0.747689104339571,OK
131412,关联企业,0.7650146660475383,OK
131413,有序推进,-1,Unknown
131421,吃喝玩乐,0.728489229596756,OK
131422,教学经验,0.693325714091714,OK
131423,本院依法,0.6341506542814668,OK
131424,清洗干净,0.8239979272335339,OK
131437,不是为了,0.8251645111854418,OK
131438,主要还是,0.8697324176423464,OK
131439,机电设备,0.7841234811358593,OK
131440,通过此次,0.8221771922360459,OK
131450,信息网络,0.6174446416691783,OK
131451,多措并举,0.7452456046624165,OK
131459,个人资料,0.6648350981685888,OK
131460,我们还是,0.7670694317196103,OK
131461,满足不同,0.8074337904610254,OK
131472,保护自己,0.705319174910899,OK
131473,准备好的,0.7961604249491556,OK
131474,档案管理,0.76956492000508,OK
131491,以下内容,0.7599172928064074,OK
131504,有效措施,0.7270712551329588,OK
131505,自动控制,0.6576660989931881,OK
131514,学位论文,0.6430800766034085,OK
131515,少先队员,0.6205763006190494,OK
131516,给你带来,0.785812457671336,OK
131527,今天上午,0.8512106187344407,OK
131528,数控机床,0.7769154873099294,OK
131535,青少年的,0.7055874223361372,OK
131543,如果可以,0.7603682148917514,OK
131546,上当受骗,0.6729039402282485,OK
131547,两个维护,-1,Unknown
131548,我爱我家,0.7608635325878723,OK
131577,学生干部,0.776035152799277,OK
131578,证据证明,0.8149079497569945,OK
131588,这座城市,-1,Unknown
131600,提高自身,0.683831776261964,OK
131601,能够有效,0.8233647816065846,OK
131602,那么简单,-1,Unknown
131603,骑自行车,0.7726093948259561,OK
131610,专利信息,0.44353449671061695,CRITICAL
131611,符合条件,-1,Unknown
131622,业务能力,0.7669338880432578,OK
131623,动手能力,0.7244534355192265,OK
131624,圆满成功,0.7297207985309999,OK
131629,你自己的,0.7680858186675907,OK
131643,充满活力,0.725280495320471,OK
131649,编辑推荐,0.6948065449271238,OK
131656,互动交流,0.752032513661633,OK
131657,千万不能,0.7575780614696024,OK
131658,我最喜欢,0.825771793501254,OK
131659,竞争风险,0.715611687133313,OK
131669,公告如下,0.7250389528127127,OK
131670,抗击疫情,-1,Unknown
131676,以及如何,0.7416886039574733,OK
131677,弄虚作假,0.6846247203247197,OK
131678,恍然大悟,0.6821125049662439,OK
131679,提供一些,0.8436404421753221,OK
131688,是否正常,0.7806521725560717,OK
131702,操作方法,0.7150396708458242,OK
131703,这种事情,-1,Unknown
131708,如果发现,0.8290946535694896,OK
131709,电话联系,0.7660304037239923,OK
131710,网络诈骗,0.6982351056780028,OK
131719,也有可能,0.8360147909671531,OK
131720,免费咨询,0.3151306401089476,CRITICAL
131721,数据传输,0.7670792629552345,OK
131727,提质增效,0.7426134748595344,OK
131732,股份公司,0.8432621709211098,OK
131739,组织结构,0.7740246391102364,OK
131746,绿色低碳,0.773312891624361,OK
131758,首先需要,0.8267513040555249,OK
131767,森林防火,0.6715151514497137,OK
131768,进行调查,0.7277159991221517,OK
131779,利润分配,0.7241066682491292,OK
131780,宣传贯彻,0.7509333759031723,OK
131781,欢迎各位,0.73836241707818,OK
131804,决定是否,0.6870884476769481,OK
131805,针对不同,0.8176494617542728,OK
131815,可以让你,0.8097486808548686,OK
131816,新闻出版,0.7253259321902705,OK
131817,犯罪分子,0.7518048038719993,OK
131823,完美结合,0.8093198492925912,OK
131824,预约挂号,0.7447000371665058,OK
131837,中心医院,0.8266663209196865,OK
131838,财政收入,0.7688602262020051,OK
131843,我的朋友,0.793313812243778,OK
131844,旅游线路,0.7604088456846512,OK
131852,股权激励,0.7842147328983323,OK
131872,一起分享,0.8025503919864624,OK
131873,了大量的,-1,Unknown
131874,县委常委,0.6124845371697231,OK
131875,所述第一,0.7885025329746809,OK
131876,财产损失,0.7775404862543998,OK
131884,大宗商品,-1,Unknown
131885,省教育厅,-1,Unknown
131905,绩效奖金,0.7450093007196378,OK
131906,自行提供,0.6490962696667225,OK
131914,我们相信,0.7964713870141296,OK
131924,举个例子,0.7083363958664967,OK
131947,其他地方,0.7915522864031802,OK
131948,市场发展,0.6732871859480289,OK
131949,本来就是,0.8239144456590759,OK
131954,装修风格,0.7165956969376445,OK
131960,主要通过,0.8621621350640536,OK
131961,全面贯彻,0.6735432151833096,OK
131962,名列前茅,-1,Unknown
131963,课程内容,0.7683799986606291,OK
131975,一个星期,-1,Unknown
131976,几乎所有,-1,Unknown
131983,不利影响,0.749633763699596,OK
131984,多种多样,0.7759994264747622,OK
131985,指导建议,0.7792991865706403,OK
131986,营养丰富,0.7361504511577276,OK
131987,部分组成,0.7470062087738621,OK
131998,司法解释,0.6350518971236779,OK
132011,共同参与,0.8009380304393839,OK
132012,违法所得,0.6357648926190528,OK
132028,投资企业,0.7561073637155121,OK
132029,进行评估,0.7837672308319834,OK
132035,会议强调,0.7257706227343276,OK
132047,不是因为,0.8324945039520991,OK
132048,生产过程,0.7714263302111476,OK
132063,事实证明,0.7893686790527066,OK
132064,精神状态,0.7652951437432426,OK
132080,最简单的,0.789049512639406,OK
132099,业务知识,0.7770487501579534,OK
132100,执行情况,0.7549106935077611,OK
132105,主要针对,0.9109242034723466,OK
132106,投资公司,0.8508242913084682,OK
132107,校园文化,0.7349262001287103,OK
132108,毋庸置疑,0.7121601146744093,OK
132115,到了一个,0.8044363267550027,OK
132116,防灾减灾,0.6352956077502611,OK
132132,加盖公章,0.7782939287451288,OK
132133,又是一个,0.8415700044975378,OK
132143,如果觉得,0.8195165029838634,OK
132144,就会发现,0.8198545532819216,OK
132145,销售价格,0.7801138482950379,OK
132154,企业内部,0.7563228699780595,OK
132155,有很多的,0.8115447143131084,OK
132156,自强不息,0.6970927992970533,OK
132166,所在单位,0.8404117617141275,OK
132173,不良影响,0.715773466083115,OK
132182,技能大赛,0.8135677524223006,OK
132183,招标投标,0.7624277290088411,OK
132184,的环境下,0.8054526637212076,OK
132189,质量标准,0.8055167834861179,OK
132203,及时进行,0.8489065480794125,OK
132228,母乳喂养,0.6678007054561178,OK
132235,齐齐哈尔,0.7362843759550448,OK
132245,病情描述,0.5298554396052036,BAD
132272,法人代表,0.7801153445888456,OK
132280,你一定要,0.7607858794164454,OK
132281,出了问题,0.7585926209928774,OK
132293,查看所有,0.7522362904097427,OK
132303,就有可能,0.8349739104041841,OK
132304,建档立卡,-1,Unknown
132305,有很多种,-1,Unknown
132310,核心团队,0.7773165715021377,OK
132326,医学观察,0.618370615941287,OK
132327,深入贯彻,0.7124468400031225,OK
132333,严重后果,0.7463004702072158,OK
132334,我们通过,0.8060885819555287,OK
132335,科技发展,0.7484529720938058,OK
132348,人民生活,0.6736731643237844,OK
132349,技能人才,0.745111971333182,OK
132365,在过去的,0.7559443085919546,OK
132381,日用百货,0.7714302848577108,OK
132382,贫困人口,-1,Unknown
132383,风险提示,0.6226764726333925,OK
132395,资产阶级,0.7238343573268861,OK
132404,婚纱摄影,0.7448474392206891,OK
132410,抽查检查,0.6874894102285285,OK
132411,维多利亚,0.756834643036977,OK
132412,高职院校,0.8075020084452537,OK
132423,这个机会,0.7213693275533197,OK
132428,大学排名,0.6799752644607172,OK
132450,台北報導,0.4566596476484429,CRITICAL
132455,一丝不苟,0.7185500710765061,OK
132463,一帆风顺,0.6490246705676797,OK
132464,帮助大家,0.7996815405826795,OK
132465,科研机构,0.8219399418072186,OK
132476,难以置信,0.6537550073201825,OK
132487,不会因为,0.8626309496445893,OK
132488,城市发展,-1,Unknown
132503,大大降低,0.7882198977846906,OK
132514,高考成绩,0.7400099456114925,OK
132530,汽车之家,0.7468609701281673,OK
132531,认真对待,0.8372790990596399,OK
132554,住房保障,0.7725245639430275,OK
132561,阿弥陀佛,0.5389655778282518,BAD
132569,干事创业,-1,Unknown
132570,目前我国,0.8396156415297182,OK
132577,历年真题,0.6872552494420598,OK
132587,玄幻奇幻,0.6060546374074846,OK
132588,金融中心,0.6844212018045684,OK
132604,分管领导,0.8018451837880257,OK
132605,治安管理,0.6995246167847642,OK
132606,知名企业,-1,Unknown
132620,维护保养,0.7769456885911081,OK
132629,告诉自己,0.7827854968694364,OK
132630,土地承包,0.7464998012648332,OK
132653,每天晚上,0.8215155290448773,OK
132660,种植面积,0.7388263483518338,OK
132661,笔者认为,0.8100697666761552,OK
132668,三年以上,0.7277982371311671,OK
132669,安全风险,0.7263056694118148,OK
132675,表面处理,0.767128348259713,OK
132686,今天下午,0.8656090306904719,OK
132687,党和人民,0.4965935009396518,CRITICAL
132688,教育孩子,0.7227830168202564,OK
132700,未经允许,0.6682483633768779,OK
132709,暂无报价,0.5923480688451896,BAD
132716,出现故障,0.7765103479163866,OK
132717,研究工作,0.708616167723448,OK
132739,不会影响,0.8182259753926409,OK
132740,吓了一跳,0.7180288149075555,OK
132741,游戏玩法,0.7773113470412993,OK
132755,联系客服,0.17259196497233648,CRITICAL
132756,项目编号,0.6845161256019141,OK
132766,克服困难,0.729427489455285,OK
132772,以下几种,0.7903718223492714,OK
132773,有了新的,0.78186561607647,OK
132774,生机勃勃,0.7339985392149534,OK
132789,天下第一,0.7353039129377723,OK
132790,尽管如此,0.7301051528460275,OK
132791,重点企业,0.7207027683531726,OK
132814,一经发现,0.6793143443706146,OK
132815,房地产业,0.7280739310688839,OK
132816,高级职称,0.7943755830395081,OK
